,state,gender,customer_lifetime_value,number_of_open_complaints,response,coverage,education,effective_to_date,employmentstatus,income,location_code,marital_status,monthly_premium_auto,months_since_last_claim,months_since_policy_inception,number_of_policies,policy_type,policy,renew_offer_type,sales_channel,total_claim_amount,vehicle_class,vehicle_size,vehicle_type,region_mapped,month,date
8501,California,F,9011.764865,0.0,No,Basic,Master,2011-01-26,Employed,63885.0,Rural,Single,114,0.0,17,8,Personal Auto,Personal L3,Offer2,Agent,86.477384,SUV,Medsize,0,west_region,January,2011-01-26
8502,California,F,13117.52215,4.0,No,Basic,High School or Below,2011-02-07,Employed,84311.0,Suburban,Single,111,11.0,98,2,Personal Auto,Personal L3,Offer3,Call Center,532.8,SUV,Small,A,west_region,February,2011-02-07
8503,Washington,M,9575.357152,0.0,No,Extended,College,2011-02-05,Unemployed,0.0,Suburban,Married,134,13.0,11,6,Personal Auto,Personal L2,Offer3,Agent,643.2,SUV,Medsize,A,east,February,2011-02-05
8504,Arizona,M,5054.780543,0.0,No,Basic,High School or Below,2011-02-11,Employed,79297.0,Rural,Single,64,34.0,64,6,Personal Auto,Personal L3,Offer1,Agent,72.760316,Four-Door Car,Medsize,A,central,February,2011-02-11
8505,Oregon,F,10179.71704,0.0,Yes,Premium,Bachelor,2011-01-05,Retired,14290.0,Suburban,Married,271,20.0,40,1,Personal Auto,Personal L3,Offer1,Agent,1300.8,Luxury SUV,Medsize,A,north_west,January,2011-01-05
8506,California,M,8478.278069,0.0,No,Premium,College,2011-01-12,Employed,53234.0,Suburban,Single,109,27.0,37,7,Personal Auto,Personal L1,Offer1,Call Center,1212.988796,Four-Door Car,Small,0,west_region,January,2011-01-12
8507,Oregon,M,5619.649515,0.0,No,Basic,Bachelor,2011-02-01,Employed,41878.0,Rural,Married,71,5.0,15,8,Personal Auto,Personal L2,Offer1,Agent,161.695519,Four-Door Car,Medsize,A,north_west,February,2011-02-01
8508,California,M,10781.61334,0.0,No,Basic,High School or Below,2011-01-22,Employed,73026.0,Suburban,Married,67,29.0,81,2,Personal Auto,Personal L1,Offer2,Branch,321.6,Four-Door Car,Small,0,west_region,January,2011-01-22
8509,Nevada,F,5418.152088,0.0,No,Basic,College,2011-02-10,Employed,57587.0,Urban,Divorced,68,4.0,83,7,Personal Auto,Personal L2,Offer3,Agent,257.090387,0,0,0,central,February,2011-02-10
8510,California,F,8427.172486,1.0,Yes,Extended,Bachelor,2011-02-10,Employed,46503.0,Suburban,Divorced,215,4.0,21,1,Personal Auto,Personal L1,Offer1,Agent,1032.0,Luxury SUV,Medsize,0,west_region,February,2011-02-10
8511,Washington,F,12427.39371,0.0,No,Premium,Master,2011-02-09,Medical Leave,15818.0,Urban,Married,107,24.0,99,2,Personal Auto,Personal L2,Offer2,Call Center,333.886816,Two-Door Car,Medsize,0,east,February,2011-02-09
8512,Arizona,F,7693.119768,1.0,No,Extended,College,2011-01-05,Employed,54665.0,Rural,Married,97,0.0,60,3,Personal Auto,Personal L3,Offer3,Agent,99.810799,Four-Door Car,Medsize,A,central,January,2011-01-05
8513,California,M,5389.499465,0.0,Yes,Extended,College,2011-01-07,Employed,66429.0,Rural,Married,136,35.0,93,1,Corporate Auto,Corporate L2,Offer2,Agent,57.712985,Sports Car,Medsize,A,west_region,January,2011-01-07
8514,Oregon,M,12168.74492,0.0,Yes,Basic,Bachelor,2011-02-05,Retired,14973.0,Suburban,Divorced,115,2.0,75,2,Personal Auto,Personal L3,Offer1,Branch,828.0,SUV,Medsize,A,north_west,February,2011-02-05
8515,Washington,M,3023.887488,0.0,No,Extended,Doctor,2011-01-17,Disabled,28383.0,Urban,Single,81,11.0,20,1,Personal Auto,Personal L2,Offer1,Branch,258.109435,Four-Door Car,Medsize,A,east,January,2011-01-17
8516,Oregon,F,7517.378484,0.0,No,Extended,Bachelor,2011-01-31,Employed,37695.0,Suburban,Single,96,17.0,3,3,Personal Auto,Personal L2,Offer1,Branch,460.8,Two-Door Car,Small,0,north_west,January,2011-01-31
8517,Arizona,M,14019.97546,0.0,No,Basic,High School or Below,2011-02-27,Employed,36733.0,Urban,Married,71,21.0,28,2,Personal Auto,Personal L2,Offer2,Agent,327.078047,Four-Door Car,Medsize,0,central,February,2011-02-27
8518,Washington,M,10758.65568,0.0,No,Extended,High School or Below,2011-01-19,Retired,19382.0,Suburban,Married,94,31.0,18,2,Personal Auto,Personal L3,Offer4,Agent,676.8,Four-Door Car,Medsize,0,east,January,2011-01-19
8519,California,F,4811.184482,1.0,No,Extended,High School or Below,2011-01-07,Unemployed,0.0,Urban,Divorced,136,11.0,30,1,Corporate Auto,Corporate L2,Offer1,Agent,569.908338,SUV,Medsize,A,west_region,January,2011-01-07
8520,Oregon,F,8630.696198,2.0,No,Extended,College,2011-01-13,Unemployed,0.0,Suburban,Married,122,19.0,72,3,Personal Auto,Personal L3,Offer1,Branch,585.6,SUV,Medsize,A,north_west,January,2011-01-13
8521,California,M,3087.249746,0.0,No,Extended,Doctor,2011-01-10,Employed,41273.0,Urban,Married,77,16.0,19,1,Personal Auto,Personal L3,Offer2,Call Center,221.226696,Four-Door Car,Medsize,A,west_region,January,2011-01-10
8522,0,F,15328.45723,0.0,0,Extended,College,2011-02-12,Unemployed,0.0,Suburban,Married,138,1.0,34,2,Corporate Auto,Corporate L2,Offer1,Agent,688.828746,SUV,Small,0,0,February,2011-02-12
8523,Arizona,F,5642.747998,2.0,No,Basic,Bachelor,2011-02-09,Employed,68654.0,Urban,Married,71,32.0,21,9,Personal Auto,Personal L3,Offer1,Web,208.048487,Four-Door Car,Medsize,A,central,February,2011-02-09
8524,Arizona,F,4173.140695,0.0,No,Basic,Bachelor,2011-02-10,Unemployed,0.0,Suburban,Single,117,10.0,37,1,Personal Auto,Personal L3,Offer1,Agent,842.4,SUV,Medsize,A,central,February,2011-02-10
8525,Arizona,M,2500.837384,0.0,No,Basic,College,2011-02-04,Employed,56172.0,Suburban,Divorced,64,0.0,74,1,Personal Auto,Personal L3,Offer3,Agent,307.2,Four-Door Car,Small,A,central,February,2011-02-04
8526,Washington,F,14754.35923,1.0,No,Extended,Bachelor,2011-02-13,Employed,26486.0,Suburban,Single,128,18.0,5,2,Personal Auto,Personal L1,Offer1,Agent,614.4,SUV,Medsize,0,east,February,2011-02-13
8527,Arizona,F,4330.769101,0.0,No,Basic,Bachelor,2011-02-27,Employed,39660.0,Urban,Married,107,3.0,46,1,Corporate Auto,Corporate L2,Offer1,Agent,416.8496,Sports Car,Small,0,central,February,2011-02-27
8528,California,M,22062.54841,0.0,No,Extended,College,2011-02-25,Unemployed,0.0,Suburban,Single,225,15.0,53,2,Corporate Auto,Corporate L2,Offer1,Agent,1620.0,Luxury Car,Medsize,A,west_region,February,2011-02-25
8529,California,F,4731.844073,0.0,No,Basic,Bachelor,2011-01-17,Unemployed,0.0,Suburban,Single,64,14.0,92,7,Personal Auto,Personal L1,Offer3,Web,307.2,Four-Door Car,Medsize,A,west_region,January,2011-01-17
8530,Oregon,M,6862.866306,0.0,No,Extended,College,2011-01-15,Employed,56779.0,Suburban,Divorced,86,21.0,16,3,Corporate Auto,Corporate L1,Offer3,Web,435.388932,Four-Door Car,Medsize,0,north_west,January,2011-01-15
8531,Oregon,M,7057.888812,0.0,No,Extended,Bachelor,2011-01-17,Employed,37840.0,Suburban,Married,90,31.0,9,4,Corporate Auto,Corporate L2,Offer2,Agent,432.0,0,0,A,north_west,January,2011-01-17
8532,California,F,5200.076742,0.0,No,Extended,Bachelor,2011-02-19,Employed,90167.0,Urban,Single,131,31.0,42,1,Corporate Auto,Corporate L2,Offer1,Web,523.733793,SUV,Medsize,A,west_region,February,2011-02-19
8533,Washington,F,5123.170887,0.0,No,Basic,Master,2011-01-14,Employed,89879.0,Rural,Married,63,17.0,20,3,Personal Auto,Personal L3,Offer2,Web,94.030308,Two-Door Car,Medsize,A,east,January,2011-01-14
8534,Washington,M,4109.793608,0.0,No,Basic,Bachelor,2011-01-28,Employed,86657.0,Urban,Married,103,22.0,51,1,Personal Auto,Personal L3,Offer3,Web,316.227946,0,0,A,east,January,2011-01-28
8535,Oregon,M,5764.648599,0.0,No,Basic,High School or Below,2011-02-05,Employed,21195.0,Suburban,Married,72,23.0,10,9,Corporate Auto,Corporate L2,Offer3,Web,345.6,Four-Door Car,Medsize,0,north_west,February,2011-02-05
8536,Arizona,M,2821.352024,0.0,No,Basic,Bachelor,2011-01-19,Employed,73339.0,Urban,Married,71,0.0,61,1,Corporate Auto,Corporate L1,Offer2,Web,244.401453,Four-Door Car,Medsize,0,central,January,2011-01-19
8537,Oregon,F,13883.32934,0.0,No,Basic,High School or Below,2011-02-18,Unemployed,0.0,Suburban,Single,197,3.0,85,9,Corporate Auto,Corporate L3,Offer2,Agent,1418.4,Luxury Car,Large,A,north_west,February,2011-02-18
8538,California,F,5907.91176,0.0,No,Basic,College,2011-02-06,Employed,87796.0,Suburban,Single,74,23.0,10,4,Personal Auto,Personal L1,Offer1,Agent,355.2,Four-Door Car,Medsize,A,west_region,February,2011-02-06
8539,0,M,2933.960426,0.0,0,Extended,College,2011-01-28,Unemployed,0.0,Rural,Married,83,15.0,62,1,Personal Auto,Personal L3,Offer2,Call Center,199.851201,Four-Door Car,Medsize,A,0,January,2011-01-28
8540,Nevada,F,26197.41498,0.0,Yes,Basic,High School or Below,2011-01-15,Disabled,18495.0,Suburban,Married,113,10.0,15,2,Personal Auto,Personal L2,Offer1,Branch,542.4,SUV,Large,0,central,January,2011-01-15
8541,Arizona,F,21886.19626,0.0,No,Basic,Bachelor,2011-02-01,Employed,43000.0,Suburban,Married,109,27.0,9,2,Personal Auto,Personal L2,Offer2,Web,676.808053,SUV,Medsize,A,central,February,2011-02-01
8542,Oregon,M,2872.051273,0.0,No,Basic,High School or Below,2011-02-19,Employed,57749.0,Suburban,Single,74,31.0,21,1,Personal Auto,Personal L2,Offer1,Branch,355.2,Two-Door Car,Medsize,0,north_west,February,2011-02-19
8543,Nevada,M,3818.468252,5.0,No,Premium,College,2011-01-16,Employed,25221.0,Suburban,Married,103,10.0,41,1,Special Auto,Special L2,Offer2,Web,616.005527,Four-Door Car,Small,0,central,January,2011-01-16
8544,Nevada,F,4803.24007,0.0,No,Basic,College,2011-01-06,Employed,37313.0,Urban,Single,62,34.0,39,6,Personal Auto,Personal L2,Offer3,Branch,246.57631,Four-Door Car,Medsize,A,central,January,2011-01-06
8545,Washington,M,7334.915821,1.0,No,Basic,Bachelor,2011-01-12,Employed,30969.0,Suburban,Divorced,63,26.0,79,2,Personal Auto,Personal L3,Offer1,Call Center,358.225234,Two-Door Car,Small,A,east,January,2011-01-12
8546,Oregon,M,9816.528302,0.0,Yes,Basic,College,2011-01-28,Employed,37256.0,Rural,Married,62,15.0,7,2,Personal Auto,Personal L3,Offer1,Branch,128.969729,Four-Door Car,Medsize,0,north_west,January,2011-01-28
8547,Oregon,F,7403.447336,1.0,No,Extended,Master,2011-02-24,Medical Leave,19064.0,Rural,Married,98,23.0,35,7,Personal Auto,Personal L3,Offer1,Agent,136.248799,Four-Door Car,Medsize,A,north_west,February,2011-02-24
8548,Oregon,F,4529.072491,0.0,No,Premium,College,2011-02-20,Employed,94757.0,Rural,Married,112,0.0,25,1,Personal Auto,Personal L3,Offer3,Agent,5.453269,Four-Door Car,Medsize,A,north_west,February,2011-02-20
8549,Oregon,F,10425.98532,1.0,No,Extended,High School or Below,2011-01-30,Employed,68563.0,Urban,Married,131,6.0,44,3,Personal Auto,Personal L2,Offer4,Call Center,350.097052,SUV,Small,A,north_west,January,2011-01-30
8550,Arizona,M,5104.354719,2.0,No,Basic,Doctor,2011-01-31,Employed,77025.0,Suburban,Single,64,18.0,44,3,Personal Auto,Personal L1,Offer1,Agent,380.917107,Two-Door Car,Medsize,0,central,January,2011-01-31
8551,California,F,3571.346578,0.0,No,Extended,Bachelor,2011-01-18,Unemployed,0.0,Urban,Married,96,19.0,30,1,Personal Auto,Personal L3,Offer1,Branch,438.661509,Four-Door Car,Medsize,0,west_region,January,2011-01-18
8552,Washington,F,3372.420457,0.0,No,Extended,High School or Below,2011-02-08,Employed,93489.0,Rural,Divorced,84,16.0,72,1,Corporate Auto,Corporate L3,Offer2,Agent,104.280764,Four-Door Car,Medsize,0,east,February,2011-02-08
8553,Oregon,M,2655.996158,0.0,No,Basic,Bachelor,2011-02-10,Employed,31796.0,Suburban,Divorced,68,27.0,16,1,Personal Auto,Personal L3,Offer1,Agent,377.442796,Four-Door Car,Medsize,A,north_west,February,2011-02-10
8554,California,F,2721.589169,0.0,No,Basic,College,2011-02-04,Employed,97719.0,Urban,Married,67,6.0,82,1,Personal Auto,Personal L3,Offer3,Branch,318.660896,Four-Door Car,Medsize,A,west_region,February,2011-02-04
8555,California,F,2846.24535,0.0,No,Basic,College,2011-02-03,Employed,28919.0,Suburban,Married,72,18.0,11,1,Corporate Auto,Corporate L3,Offer2,Agent,518.4,Four-Door Car,Medsize,A,west_region,February,2011-02-03
8556,California,F,9429.629367,0.0,No,Basic,Master,2011-01-31,Employed,43811.0,Suburban,Married,117,24.0,10,4,Personal Auto,Personal L3,Offer1,Web,571.136574,Sports Car,Small,0,west_region,January,2011-01-31
8557,Nevada,M,7821.945982,0.0,No,Basic,College,2011-01-30,Unemployed,0.0,Suburban,Single,114,27.0,39,4,Corporate Auto,Corporate L3,Offer1,Agent,914.31553,SUV,Small,A,central,January,2011-01-30
8558,California,F,6940.069184,1.0,No,Basic,High School or Below,2011-01-16,Unemployed,0.0,Suburban,Married,62,31.0,30,2,Corporate Auto,Corporate L3,Offer2,Branch,297.6,Four-Door Car,Medsize,A,west_region,January,2011-01-16
8559,0,M,13610.10746,0.0,0,Basic,College,2011-02-06,Employed,50144.0,Suburban,Married,114,0.0,35,2,Personal Auto,Personal L3,Offer2,Web,786.934186,SUV,Medsize,A,0,February,2011-02-06
8560,California,M,5201.252168,0.0,No,Basic,High School or Below,2011-01-31,Unemployed,0.0,Suburban,Married,69,1.0,79,4,Personal Auto,Personal L1,Offer4,Agent,331.2,Four-Door Car,Medsize,A,west_region,January,2011-01-31
8561,Oregon,F,13350.1209,0.0,No,Premium,College,2011-01-11,Employed,28919.0,Suburban,Single,173,5.0,88,3,Personal Auto,Personal L2,Offer3,Agent,830.4,SUV,Medsize,A,north_west,January,2011-01-11
8562,Oregon,F,5551.394979,0.0,No,Basic,College,2011-01-31,Employed,56872.0,Urban,Married,69,20.0,99,9,Personal Auto,Personal L1,Offer1,Agent,192.879457,Two-Door Car,Medsize,A,north_west,January,2011-01-31
8563,Nevada,M,3303.090814,2.0,No,Extended,College,2011-02-28,Employed,29385.0,Suburban,Single,88,18.0,8,1,Personal Auto,Personal L2,Offer1,Agent,422.4,Two-Door Car,Small,0,central,February,2011-02-28
8564,Washington,F,17484.53438,0.0,No,Basic,Bachelor,2011-01-16,Employed,78362.0,Suburban,Divorced,73,16.0,66,2,Personal Auto,Personal L3,Offer1,Agent,525.6,Four-Door Car,Small,A,east,January,2011-01-16
8565,Oregon,M,8838.085637,0.0,Yes,Basic,Bachelor,2011-01-21,Employed,82664.0,Rural,Married,114,15.0,10,9,Corporate Auto,Corporate L3,Offer2,Agent,133.425609,SUV,Medsize,A,north_west,January,2011-01-21
8566,California,F,7613.049819,4.0,No,Basic,Bachelor,2011-02-27,Disabled,24982.0,Suburban,Married,109,20.0,52,7,Personal Auto,Personal L1,Offer1,Web,523.2,SUV,Medsize,0,west_region,February,2011-02-27
8567,Arizona,M,7575.647415,0.0,No,Basic,High School or Below,2011-02-21,Unemployed,0.0,Suburban,Single,109,30.0,87,4,Personal Auto,Personal L3,Offer2,Branch,784.8,0,0,A,central,February,2011-02-21
8568,Oregon,F,10215.77915,0.0,No,Basic,Bachelor,2011-01-09,Disabled,18150.0,Urban,Married,67,17.0,34,2,Corporate Auto,Corporate L1,Offer1,Branch,220.304649,Four-Door Car,Medsize,A,north_west,January,2011-01-09
8569,Arizona,M,2840.85429,0.0,No,Basic,High School or Below,2011-02-27,Unemployed,0.0,Suburban,Married,74,17.0,73,1,Personal Auto,Personal L3,Offer1,Call Center,402.449823,Two-Door Car,Medsize,A,central,February,2011-02-27
8570,Arizona,M,2515.411468,2.0,No,Basic,College,2011-01-29,Employed,39718.0,Suburban,Married,65,1.0,55,1,Personal Auto,Personal L3,Offer1,Web,366.531664,Four-Door Car,Medsize,A,central,January,2011-01-29
8571,Oregon,F,4296.604128,0.0,No,Basic,College,2011-01-27,Employed,61737.0,Urban,Married,107,21.0,65,1,Personal Auto,Personal L3,Offer1,Branch,495.670802,0,0,0,north_west,January,2011-01-27
8572,Arizona,F,7777.201669,0.0,No,Basic,High School or Below,2011-01-07,Employed,46182.0,Rural,Married,65,23.0,27,2,Corporate Auto,Corporate L1,Offer2,Branch,2.574682,0,0,0,central,January,2011-01-07
8573,California,F,5595.971365,0.0,No,Basic,Bachelor,2011-01-27,Retired,19651.0,Suburban,Married,72,3.0,68,5,Personal Auto,Personal L1,Offer2,Web,345.6,Two-Door Car,Small,0,west_region,January,2011-01-27
8574,Oregon,M,2451.752695,2.0,No,Basic,Master,2011-02-12,Medical Leave,26840.0,Suburban,Married,64,1.0,47,1,Personal Auto,Personal L1,Offer1,Agent,307.2,Four-Door Car,Medsize,A,north_west,February,2011-02-12
8575,California,F,3745.374656,0.0,No,Extended,College,2011-01-20,Employed,59732.0,Rural,Married,94,0.0,54,1,Corporate Auto,Corporate L2,Offer4,Branch,135.626867,Four-Door Car,Medsize,A,west_region,January,2011-01-20
8576,Nevada,F,11820.1098,0.0,No,Extended,Bachelor,2011-02-22,Employed,86801.0,Urban,Married,98,5.0,20,2,Personal Auto,Personal L3,Offer4,Branch,371.108203,Four-Door Car,Medsize,A,central,February,2011-02-22
8577,Nevada,M,8763.449964,0.0,No,Extended,High School or Below,2011-01-02,Disabled,20132.0,Suburban,Divorced,86,15.0,61,2,Corporate Auto,Corporate L3,Offer1,Branch,412.8,Four-Door Car,Small,A,central,January,2011-01-02
8578,Washington,F,7035.974353,0.0,No,Extended,High School or Below,2011-01-19,Employed,86642.0,Urban,Married,87,14.0,12,9,Personal Auto,Personal L2,Offer1,Branch,234.057985,Two-Door Car,Small,A,east,January,2011-01-19
8579,Oregon,M,22425.25604,1.0,No,Basic,College,2011-02-22,Employed,22537.0,Suburban,Married,64,24.0,87,2,Corporate Auto,Corporate L3,Offer4,Branch,307.2,Four-Door Car,Medsize,0,north_west,February,2011-02-22
8580,California,M,7873.708219,3.0,No,Basic,College,2011-02-06,Employed,22355.0,Suburban,Married,71,27.0,9,2,Personal Auto,Personal L2,Offer2,Branch,340.8,Four-Door Car,Medsize,0,west_region,February,2011-02-06
8581,Arizona,F,3241.588659,0.0,No,Extended,Bachelor,2011-01-30,Employed,89196.0,Rural,Divorced,81,17.0,52,1,Personal Auto,Personal L3,Offer1,Agent,41.182611,Four-Door Car,Small,A,central,January,2011-01-30
8582,Arizona,F,2574.020376,0.0,Yes,Basic,Master,2011-01-14,Employed,34990.0,Rural,Single,65,23.0,73,1,Personal Auto,Personal L3,Offer2,Web,42.689135,Four-Door Car,Medsize,A,central,January,2011-01-14
8583,Oregon,M,9332.494982,0.0,No,Extended,Bachelor,2011-02-07,Employed,58007.0,Suburban,Single,81,23.0,71,2,Special Auto,Special L3,Offer1,Agent,518.346912,Two-Door Car,Small,A,north_west,February,2011-02-07
8584,Arizona,F,5058.927182,0.0,No,Extended,High School or Below,2011-02-24,Unemployed,0.0,Suburban,Married,134,32.0,27,1,Special Auto,Special L2,Offer1,Branch,643.2,SUV,Small,0,central,February,2011-02-24
8585,Arizona,F,2529.077508,0.0,No,Basic,High School or Below,2011-02-21,Employed,89129.0,Suburban,Single,64,24.0,93,1,Personal Auto,Personal L3,Offer2,Branch,328.870868,Four-Door Car,Medsize,A,central,February,2011-02-21
8586,Oregon,F,15923.95503,2.0,No,Extended,College,2011-01-28,Employed,64429.0,Rural,Married,133,1.0,58,2,Personal Auto,Personal L3,Offer3,Call Center,222.080015,SUV,Medsize,0,north_west,January,2011-01-28
8587,California,M,7078.948599,0.0,No,Extended,College,2011-01-16,Employed,23222.0,Urban,Married,90,10.0,66,4,Corporate Auto,Corporate L3,Offer3,Branch,252.938842,Two-Door Car,Large,0,west_region,January,2011-01-16
8588,California,F,2902.622439,0.0,No,Basic,College,2011-01-12,Employed,23893.0,Urban,Married,73,19.0,21,1,Personal Auto,Personal L1,Offer2,Agent,186.292275,Four-Door Car,Medsize,A,west_region,January,2011-01-12
8589,California,M,10339.59799,1.0,No,Extended,Bachelor,2011-02-25,Employed,67134.0,Rural,Married,131,5.0,63,6,Personal Auto,Personal L2,Offer1,Call Center,277.448968,Sports Car,Medsize,A,west_region,February,2011-02-25
8590,0,F,55277.44589,0.0,0,Basic,High School or Below,2011-01-30,Employed,40740.0,Suburban,Single,198,19.0,60,2,Personal Auto,Personal L2,Offer1,Web,950.4,Luxury SUV,Large,0,0,January,2011-01-30
8591,0,M,5321.108879,1.0,0,Extended,College,2011-01-13,Employed,67431.0,Suburban,Divorced,136,28.0,17,1,Personal Auto,Personal L3,Offer2,Call Center,652.8,SUV,Large,0,0,January,2011-01-13
8592,Arizona,F,9753.307106,0.0,No,Extended,Bachelor,2011-02-24,Medical Leave,17514.0,Rural,Married,127,2.0,5,3,Personal Auto,Personal L1,Offer1,Branch,8.312729,SUV,Medsize,0,central,February,2011-02-24
8593,Arizona,M,7429.079194,0.0,No,Premium,High School or Below,2011-02-28,Unemployed,0.0,Suburban,Married,101,6.0,43,9,Personal Auto,Personal L3,Offer3,Branch,549.692452,Four-Door Car,Medsize,0,central,February,2011-02-28
8594,California,F,14024.35839,0.0,Yes,Premium,High School or Below,2011-02-19,Employed,81872.0,Rural,Married,115,10.0,55,2,Corporate Auto,Corporate L1,Offer2,Web,256.43803,Four-Door Car,Medsize,A,west_region,February,2011-02-19
8595,California,F,8404.395122,0.0,No,Basic,High School or Below,2011-01-01,Employed,48315.0,Suburban,Divorced,71,34.0,56,2,Personal Auto,Personal L1,Offer1,Agent,340.8,Four-Door Car,Medsize,0,west_region,January,2011-01-01
8596,Nevada,M,5507.155471,1.0,No,Basic,Master,2011-02-07,Employed,74960.0,Rural,Single,69,11.0,44,3,Corporate Auto,Corporate L1,Offer1,Call Center,107.985836,Four-Door Car,Medsize,0,central,February,2011-02-07
8597,Oregon,F,4122.569957,0.0,No,Basic,College,2011-02-18,Employed,75272.0,Rural,Married,103,22.0,10,1,Personal Auto,Personal L2,Offer4,Call Center,71.647924,SUV,Medsize,0,north_west,February,2011-02-18
8598,Arizona,M,2821.002026,0.0,No,Extended,Bachelor,2011-01-11,Unemployed,0.0,Suburban,Married,77,32.0,0,1,Corporate Auto,Corporate L2,Offer4,Agent,436.369797,Two-Door Car,Medsize,A,central,January,2011-01-11
8599,Arizona,F,10213.99111,0.0,No,Extended,Bachelor,2011-01-08,Employed,60078.0,Rural,Married,127,23.0,60,3,Corporate Auto,Corporate L1,Offer3,Branch,140.819942,SUV,Medsize,A,central,January,2011-01-08
8600,Oregon,M,4018.88493,0.0,No,Basic,Bachelor,2011-01-30,Unemployed,0.0,Suburban,Married,112,26.0,27,1,Corporate Auto,Corporate L2,Offer3,Web,544.250322,SUV,Medsize,0,north_west,January,2011-01-30
8601,Oregon,F,3761.792015,1.0,No,Premium,College,2011-01-12,Unemployed,0.0,Suburban,Single,106,25.0,47,1,Personal Auto,Personal L3,Offer1,Web,1116.943654,Four-Door Car,Small,A,north_west,January,2011-01-12
8602,Washington,M,39769.55524,0.0,No,Basic,College,2011-01-26,Medical Leave,16645.0,Suburban,Married,117,19.0,92,2,Personal Auto,Personal L3,Offer1,Web,696.9628,SUV,Medsize,0,east,January,2011-01-26
8603,Oregon,F,8456.268179,3.0,No,Extended,High School or Below,2011-01-14,Unemployed,0.0,Suburban,Single,90,14.0,16,2,Corporate Auto,Corporate L3,Offer1,Agent,648.0,Two-Door Car,Medsize,0,north_west,January,2011-01-14
8604,Oregon,F,17817.46464,0.0,No,Basic,High School or Below,2011-02-11,Unemployed,0.0,Urban,Married,68,4.0,71,2,Personal Auto,Personal L3,Offer1,Agent,256.916302,Four-Door Car,Medsize,A,north_west,February,2011-02-11
8605,California,M,21569.33731,0.0,No,Basic,Bachelor,2011-02-19,Retired,23909.0,Suburban,Single,119,21.0,86,2,Personal Auto,Personal L1,Offer1,Agent,571.2,SUV,Medsize,A,west_region,February,2011-02-19
8606,California,M,13869.92705,0.0,Yes,Basic,College,2011-01-21,Employed,28432.0,Suburban,Married,118,1.0,59,2,Corporate Auto,Corporate L2,Offer2,Branch,612.300581,SUV,Small,A,west_region,January,2011-01-21
8607,Arizona,F,14514.00519,0.0,No,Basic,College,2011-02-05,Employed,88753.0,Suburban,Single,181,6.0,21,3,Personal Auto,Personal L2,Offer1,Agent,868.8,Luxury SUV,Small,A,central,February,2011-02-05
8608,Nevada,M,20998.25947,0.0,No,Basic,Bachelor,2011-01-25,Employed,71663.0,Rural,Married,74,23.0,22,2,Corporate Auto,Corporate L3,Offer2,Web,84.494022,Four-Door Car,Medsize,A,central,January,2011-01-25
8609,Oregon,M,11430.58845,0.0,No,Basic,Bachelor,2011-01-16,Employed,93210.0,Rural,Married,71,35.0,62,2,Personal Auto,Personal L3,Offer4,Web,74.523935,Two-Door Car,Large,A,north_west,January,2011-01-16
8610,Arizona,F,5564.957596,4.0,No,Basic,Bachelor,2011-01-11,Employed,46507.0,Urban,Married,73,17.0,32,3,Personal Auto,Personal L3,Offer1,Agent,325.569334,Two-Door Car,Medsize,A,central,January,2011-01-11
8611,California,M,8719.125849,1.0,No,Premium,Bachelor,2011-02-15,Unemployed,0.0,Suburban,Married,116,7.0,73,7,Personal Auto,Personal L3,Offer2,Branch,556.8,Four-Door Car,Large,A,west_region,February,2011-02-15
8612,Oregon,F,26416.25478,0.0,No,Basic,Doctor,2011-01-11,Employed,85537.0,Urban,Married,108,4.0,91,2,Personal Auto,Personal L3,Offer2,Call Center,285.276083,SUV,Medsize,A,north_west,January,2011-01-11
8613,Oregon,F,3663.740198,0.0,No,Extended,Bachelor,2011-01-04,Employed,61894.0,Suburban,Divorced,91,3.0,21,1,Corporate Auto,Corporate L2,Offer2,Web,436.8,Four-Door Car,Medsize,A,north_west,January,2011-01-04
8614,Arizona,M,3572.49065,0.0,No,Extended,Bachelor,2011-01-26,Employed,56768.0,Suburban,Divorced,92,11.0,57,1,Personal Auto,Personal L3,Offer1,Agent,441.6,Two-Door Car,Small,0,central,January,2011-01-26
8615,Washington,M,5548.031892,0.0,Yes,Basic,Bachelor,2011-01-13,Employed,67798.0,Suburban,Divorced,69,1.0,78,9,Corporate Auto,Corporate L3,Offer1,Agent,331.2,Four-Door Car,Medsize,0,east,January,2011-01-13
8616,Arizona,M,7269.338677,2.0,No,Extended,College,2011-01-30,Employed,20407.0,Rural,Married,95,33.0,6,8,Corporate Auto,Corporate L2,Offer1,Call Center,36.97749,Four-Door Car,Medsize,0,central,January,2011-01-30
8617,Oregon,M,8535.108918,0.0,No,Basic,Bachelor,2011-02-22,Employed,55790.0,Rural,Single,111,4.0,40,9,Personal Auto,Personal L3,Offer3,Branch,117.672722,SUV,Medsize,0,north_west,February,2011-02-22
8618,Oregon,F,7511.660568,0.0,No,Basic,Bachelor,2011-01-20,Unemployed,0.0,Suburban,Single,70,9.0,96,2,Personal Auto,Personal L3,Offer1,Branch,340.201412,Four-Door Car,Medsize,A,north_west,January,2011-01-20
8619,California,F,7373.225991,0.0,No,Basic,College,2011-01-01,Employed,44938.0,Suburban,Married,183,7.0,37,1,Personal Auto,Personal L3,Offer2,Branch,2069.309854,Luxury Car,Large,0,west_region,January,2011-01-01
